UF;Municipio;DepAdm;EnsinoFund1_4;EnsinoFund5_8
Paraná;SAO MIGUEL DO IGUACU;Privada;160;228
Paraná;SAO PEDRO DO IGUACU;Total;651;578
Paraná;SAO PEDRO DO IGUACU;Estadual;0;578
Paraná;SAO PEDRO DO IGUACU;Municipal;651;0
Paraná;SAO PEDRO DO IGUACU;Privada;0;0
Paraná;SAO PEDRO DO IVAI;Total;722;680
Paraná;SAO PEDRO DO IVAI;Estadual;0;680
Paraná;SAO PEDRO DO IVAI;Municipal;679;0
Paraná;SAO PEDRO DO IVAI;Privada;43;0
Paraná;SAO PEDRO DO PARANA;Total;214;193
Paraná;SAO PEDRO DO PARANA;Estadual;0;193
Paraná;SAO PEDRO DO PARANA;Municipal;214;0
Paraná;SAO PEDRO DO PARANA;Privada;0;0
Paraná;SAO SEBASTIAO DA AMOREIRA;Total;880;646
Paraná;SAO SEBASTIAO DA AMOREIRA;Estadual;0;640
Paraná;SAO SEBASTIAO DA AMOREIRA;Municipal;838;0
Paraná;SAO SEBASTIAO DA AMOREIRA;Privada;42;6
Paraná;SAO TOME;Total;421;441
Paraná;SAO TOME;Estadual;0;441
Paraná;SAO TOME;Municipal;421;0
Paraná;SAO TOME;Privada;0;0
Paraná;SAPOPEMA;Total;712;673
Paraná;SAPOPEMA;Estadual;0;673
Paraná;SAPOPEMA;Municipal;712;0
Paraná;SAPOPEMA;Privada;0;0
Paraná;SARANDI;Total;6.503;5.802
Paraná;SARANDI;Estadual;0;5.725
Paraná;SARANDI;Municipal;6.412;0
Paraná;SARANDI;Privada;91;77
Paraná;SAUDADE DO IGUACU;Total;462;419
Paraná;SAUDADE DO IGUACU;Estadual;0;419
Paraná;SAUDADE DO IGUACU;Municipal;462;0
Paraná;SAUDADE DO IGUACU;Privada;0;0
Paraná;SENGES;Total;2.115;1.585
Paraná;SENGES;Estadual;0;1.585
Paraná;SENGES;Municipal;2.077;0
Paraná;SENGES;Privada;38;0
Paraná;SERRANOPOLIS DO IGUACU;Total;274;319
Paraná;SERRANOPOLIS DO IGUACU;Estadual;0;319
Paraná;SERRANOPOLIS DO IGUACU;Municipal;274;0
Paraná;SERTANEJA;Total;470;455
Paraná;SERTANEJA;Estadual;0;455
Paraná;SERTANEJA;Municipal;470;0
Paraná;SERTANOPOLIS;Total;1.169;1.158
Paraná;SERTANOPOLIS;Estadual;0;999
Paraná;SERTANOPOLIS;Municipal;1.024;0
Paraná;SERTANOPOLIS;Privada;145;159
Paraná;SIQUEIRA CAMPOS;Total;1.437;1.291
Paraná;SIQUEIRA CAMPOS;Estadual;0;1.205
Paraná;SIQUEIRA CAMPOS;Municipal;1.355;0
Paraná;SIQUEIRA CAMPOS;Privada;82;86
Paraná;SULINA;Total;251;319
Paraná;SULINA;Estadual;0;319
Paraná;SULINA;Municipal;251;0
Paraná;SULINA;Privada;0;0
Paraná;TAMARANA;Total;921;865
Paraná;TAMARANA;Estadual;0;865
Paraná;TAMARANA;Municipal;921;0
Paraná;TAMARANA;Privada;0;0
Paraná;TAMBOARA;Total;295;322
Paraná;TAMBOARA;Estadual;0;322
Paraná;TAMBOARA;Municipal;295;0
Paraná;TAMBOARA;Privada;0;0
Paraná;TAPEJARA;Total;1.101;1.060
Paraná;TAPEJARA;Estadual;0;1.060
Paraná;TAPEJARA;Municipal;1.090;0
Paraná;TAPEJARA;Privada;11;0
Paraná;TAPIRA;Total;417;404
Paraná;TAPIRA;Estadual;0;404
Paraná;TAPIRA;Municipal;417;0
Paraná;TAPIRA;Privada;0;0
Paraná;TEIXEIRA SOARES;Total;927;751
Paraná;TEIXEIRA SOARES;Estadual;0;751
Paraná;TEIXEIRA SOARES;Municipal;927;0
Paraná;TEIXEIRA SOARES;Privada;0;0
Paraná;TELEMACO BORBA;Total;5.536;4.861
Paraná;TELEMACO BORBA;Estadual;0;4.434
Paraná;TELEMACO BORBA;Municipal;5.061;0
Paraná;TELEMACO BORBA;Privada;475;427
Paraná;TERRA BOA;Total;1.124;1.089
Paraná;TERRA BOA;Estadual;0;1.089
Paraná;TERRA BOA;Municipal;1.124;0
Paraná;TERRA BOA;Privada;0;0
Paraná;TERRA RICA;Total;1.187;981
Paraná;TERRA RICA;Estadual;0;912
Paraná;TERRA RICA;Municipal;1.129;0
Paraná;TERRA RICA;Privada;58;69
Paraná;TERRA ROXA;Total;1.189;1.229
Paraná;TERRA ROXA;Estadual;0;1.192
Paraná;TERRA ROXA;Municipal;1.128;0
Paraná;TERRA ROXA;Privada;61;37
Paraná;TIBAGI;Total;2.111;1.767
Paraná;TIBAGI;Estadual;0;1.767
Paraná;TIBAGI;Municipal;2.111;0
Paraná;TIBAGI;Privada;0;0
Paraná;TIJUCAS DO SUL;Total;1.434;1.156
Paraná;TIJUCAS DO SUL;Estadual;0;1.156
Paraná;TIJUCAS DO SUL;Municipal;1.434;0
Paraná;TIJUCAS DO SUL;Privada;0;0
Paraná;TOLEDO;Total;8.620;8.776
Paraná;TOLEDO;Estadual;0;8.002
Paraná;TOLEDO;Municipal;7.938;0
Paraná;TOLEDO;Privada;682;774
Paraná;TOMAZINA;Total;616;775
Paraná;TOMAZINA;Estadual;0;719
Paraná;TOMAZINA;Municipal;566;0
Paraná;TOMAZINA;Privada;50;56
Paraná;TRES BARRAS DO PARANA;Total;1.189;1.161
Paraná;TRES BARRAS DO PARANA;Estadual;0;1.161
Paraná;TRES BARRAS DO PARANA;Municipal;1.189;0
Paraná;TRES BARRAS DO PARANA;Privada;0;0
Paraná;TUNAS DO PARANA;Total;852;590
Paraná;TUNAS DO PARANA;Estadual;0;590
Paraná;TUNAS DO PARANA;Municipal;852;0
Paraná;TUNAS DO PARANA;Privada;0;0
Paraná;TUNEIRAS DO OESTE;Total;703;729
Paraná;TUNEIRAS DO OESTE;Estadual;0;729
Paraná;TUNEIRAS DO OESTE;Municipal;679;0
Paraná;TUNEIRAS DO OESTE;Privada;24;0
Paraná;TUPASSI;Total;491;571
Paraná;TUPASSI;Estadual;0;571
Paraná;TUPASSI;Municipal;491;0
Paraná;TUPASSI;Privada;0;0
Paraná;TURVO;Total;1.661;1.522
Paraná;TURVO;Estadual;0;1.522
Paraná;TURVO;Municipal;1.661;0
Paraná;TURVO;Privada;0;0
Paraná;UBIRATA;Total;1.747;1.756
Paraná;UBIRATA;Estadual;0;1.556
Paraná;UBIRATA;Municipal;1.489;0
Paraná;UBIRATA;Privada;258;200
Paraná;UMUARAMA;Total;6.870;6.905
Paraná;UMUARAMA;Estadual;2.226;5.987
Paraná;UMUARAMA;Municipal;3.745;0
Paraná;UMUARAMA;Privada;899;918
Paraná;UNIAO DA VITORIA;Total;4.408;3.930
Paraná;UNIAO DA VITORIA;Estadual;0;3.743
Paraná;UNIAO DA VITORIA;Municipal;4.191;0
Paraná;UNIAO DA VITORIA;Privada;217;187
Paraná;UNIFLOR;Total;226;174
Paraná;UNIFLOR;Estadual;0;174
Paraná;UNIFLOR;Municipal;226;0
Paraná;UNIFLOR;Privada;0;0
Paraná;URAI;Total;887;882
Paraná;URAI;Estadual;0;769
Paraná;URAI;Municipal;803;0
Paraná;URAI;Privada;84;113
Paraná;VENTANIA;Total;1.097;860
Paraná;VENTANIA;Estadual;0;860
Paraná;VENTANIA;Municipal;1.097;0
Paraná;VENTANIA;Privada;0;0
Paraná;VERA CRUZ DO OESTE;Total;848;733
Paraná;VERA CRUZ DO OESTE;Estadual;0;733
Paraná;VERA CRUZ DO OESTE;Municipal;848;0
Paraná;VERA CRUZ DO OESTE;Privada;0;0
Paraná;VERE;Total;626;716
Paraná;VERE;Estadual;0;716
Paraná;VERE;Municipal;626;0
Paraná;VERE;Privada;0;0
Paraná;VILA ALTA;Total;331;295
Paraná;VILA ALTA;Estadual;0;295
Paraná;VILA ALTA;Municipal;331;0
Paraná;VIRMOND;Total;367;320
Paraná;VIRMOND;Estadual;0;320
Paraná;VIRMOND;Municipal;367;0
Paraná;VITORINO;Total;448;424
Paraná;VITORINO;Estadual;0;424
Paraná;VITORINO;Municipal;448;0
Paraná;VITORINO;Privada;0;0
Paraná;WENCESLAU BRAZ;Total;1.708;1.609
Paraná;WENCESLAU BRAZ;Estadual;0;1.444
Paraná;WENCESLAU BRAZ;Municipal;1.547;0
Paraná;WENCESLAU BRAZ;Privada;161;165
Paraná;XAMBRE;Total;464;429
Paraná;XAMBRE;Estadual;0;429
Paraná;XAMBRE;Municipal;464;0
Pernambuco;Total;Total;806.823;745.683
Pernambuco;Total;Estadual;118.199;368.019
Pernambuco;Total;Federal;0;756
Pernambuco;Total;Municipal;554.232;279.272
Pernambuco;Total;Privada;134.392;97.636
Pernambuco;ABREU E LIMA;Total;8.546;9.533
Pernambuco;ABREU E LIMA;Estadual;496;7.392
Pernambuco;ABREU E LIMA;Municipal;5.692;0
Pernambuco;ABREU E LIMA;Privada;2.358;2.141
Pernambuco;AFOGADOS DA INGAZEIRA;Total;3.806;3.689
Pernambuco;AFOGADOS DA INGAZEIRA;Estadual;341;2.091
Pernambuco;AFOGADOS DA INGAZEIRA;Municipal;3.164;1.342
Pernambuco;AFOGADOS DA INGAZEIRA;Privada;301;256
Pernambuco;AFRANIO;Total;2.183;1.823
Pernambuco;AFRANIO;Estadual;0;0
Pernambuco;AFRANIO;Municipal;2.093;1.770
Pernambuco;AFRANIO;Privada;90;53
Pernambuco;AGRESTINA;Total;2.898;2.207
Pernambuco;AGRESTINA;Estadual;98;575
Pernambuco;AGRESTINA;Municipal;2.476;1.546
Pernambuco;AGRESTINA;Privada;324;86
Pernambuco;AGUA PRETA;Total;4.380;2.599
Pernambuco;AGUA PRETA;Estadual;99;806
Pernambuco;AGUA PRETA;Municipal;3.849;1.793
Pernambuco;AGUA PRETA;Privada;432;0
Pernambuco;AGUAS BELAS;Total;6.616;2.565
Pernambuco;AGUAS BELAS;Estadual;537;1.279
Pernambuco;AGUAS BELAS;Municipal;5.840;1.133
Pernambuco;AGUAS BELAS;Privada;239;153
Pernambuco;ALAGOINHA;Total;1.551;1.159
Pernambuco;ALAGOINHA;Estadual;0;758
Pernambuco;ALAGOINHA;Municipal;1.492;365
Pernambuco;ALAGOINHA;Privada;59;36
Pernambuco;ALIANCA;Total;4.959;3.574
Pernambuco;ALIANCA;Estadual;443;1.110
Pernambuco;ALIANCA;Municipal;4.132;2.361
Pernambuco;ALIANCA;Privada;384;103
Pernambuco;ALTINHO;Total;2.616;2.009
Pernambuco;ALTINHO;Estadual;0;912
Pernambuco;ALTINHO;Municipal;2.415;995
Pernambuco;ALTINHO;Privada;201;102
Pernambuco;AMARAJI;Total;3.227;1.958
Pernambuco;AMARAJI;Estadual;0;479
Pernambuco;AMARAJI;Municipal;3.041;1.371
Pernambuco;AMARAJI;Privada;186;108
Pernambuco;ANGELIM;Total;1.299;938
Pernambuco;ANGELIM;Estadual;52;523
Pernambuco;ANGELIM;Municipal;1.247;415
Pernambuco;ARACOIABA;Total;2.236;1.946
Pernambuco;ARACOIABA;Estadual;210;943
Pernambuco;ARACOIABA;Municipal;1.890;949
Pernambuco;ARACOIABA;Privada;136;54
Pernambuco;ARARIPINA;Total;10.641;4.424
Pernambuco;ARARIPINA;Estadual;254;3.793
Pernambuco;ARARIPINA;Municipal;9.590;0
Pernambuco;ARARIPINA;Privada;797;631
Pernambuco;ARCOVERDE;Total;7.470;5.610
Pernambuco;ARCOVERDE;Estadual;2.466;4.072
Pernambuco;ARCOVERDE;Municipal;3.528;524
Pernambuco;ARCOVERDE;Privada;1.476;1.014
Pernambuco;BARRA DE GUABIRABA;Total;1.697;1.018
Pernambuco;BARRA DE GUABIRABA;Estadual;148;408
Pernambuco;BARRA DE GUABIRABA;Municipal;1.549;610
Pernambuco;BARRA DE GUABIRABA;Privada;0;0
Pernambuco;BARREIROS;Total;5.357;3.659
Pernambuco;BARREIROS;Estadual;742;1.610
Pernambuco;BARREIROS;Federal;0;0
Pernambuco;BARREIROS;Municipal;4.009;1.588
Pernambuco;BARREIROS;Privada;606;461
Pernambuco;BELEM DE MARIA;Total;1.650;964
Pernambuco;BELEM DE MARIA;Estadual;0;0
Pernambuco;BELEM DE MARIA;Municipal;1.606;964
Pernambuco;BELEM DE MARIA;Privada;44;0
Pernambuco;BELEM DE SAO FRANCISCO;Total;3.222;1.321
Pernambuco;BELEM DE SAO FRANCISCO;Estadual;0;823
Pernambuco;BELEM DE SAO FRANCISCO;Municipal;3.101;390
Pernambuco;BELEM DE SAO FRANCISCO;Privada;121;108
Pernambuco;BELO JARDIM;Total;2.912;5.884
Pernambuco;BELO JARDIM;Estadual;1.461;3.773
Pernambuco;BELO JARDIM;Federal;0;0
Pernambuco;BELO JARDIM;Municipal;0;1.381
Pernambuco;BELO JARDIM;Privada;1.451;730
Pernambuco;BETANIA;Total;1.653;951
Pernambuco;BETANIA;Estadual;0;148
Pernambuco;BETANIA;Municipal;1.653;803
Pernambuco;BEZERROS;Total;6.119;4.607
Pernambuco;BEZERROS;Estadual;1.323;2.041
Pernambuco;BEZERROS;Municipal;4.117;2.093
Pernambuco;BEZERROS;Privada;679;473
Pernambuco;BODOCO;Total;4.876;2.458
Pernambuco;BODOCO;Estadual;224;706
Pernambuco;BODOCO;Municipal;4.572;1.690
Pernambuco;BODOCO;Privada;80;62
Pernambuco;BOM CONSELHO;Total;996;1.570
Pernambuco;BOM CONSELHO;Estadual;701;1.301
Pernambuco;BOM CONSELHO;Municipal;0;0
Pernambuco;BOM CONSELHO;Privada;295;269
Pernambuco;BOM JARDIM;Total;4.569;3.749
Pernambuco;BOM JARDIM;Estadual;483;665
Pernambuco;BOM JARDIM;Municipal;3.881;2.890
Pernambuco;BOM JARDIM;Privada;205;194
Pernambuco;BONITO;Total;5.487;3.096
Pernambuco;BONITO;Estadual;0;832
Pernambuco;BONITO;Municipal;5.117;2.008
Pernambuco;BONITO;Privada;370;256
Pernambuco;BREJAO;Total;1.569;877
Pernambuco;BREJAO;Estadual;0;464
Pernambuco;BREJAO;Municipal;1.515;413
Pernambuco;BREJAO;Privada;54;0
Pernambuco;BREJINHO;Total;926;762
Pernambuco;BREJINHO;Estadual;35;33
Pernambuco;BREJINHO;Municipal;891;729
Pernambuco;BREJO DA MADRE DE DEUS;Total;5.452;4.087
Pernambuco;BREJO DA MADRE DE DEUS;Estadual;526;839
Pernambuco;BREJO DA MADRE DE DEUS;Municipal;4.641;3.118
Pernambuco;BREJO DA MADRE DE DEUS;Privada;285;130
Pernambuco;BUENOS AIRES;Total;1.378;1.183
Pernambuco;BUENOS AIRES;Estadual;94;1.183
Pernambuco;BUENOS AIRES;Municipal;1.218;0
Pernambuco;BUENOS AIRES;Privada;66;0
Pernambuco;BUIQUE;Total;8.874;4.683
Pernambuco;BUIQUE;Estadual;588;2.839
Pernambuco;BUIQUE;Municipal;8.060;1.682
Pernambuco;BUIQUE;Privada;226;162
Pernambuco;CABO DE SANTO AGOSTINHO;Total;17.546;19.567
Pernambuco;CABO DE SANTO AGOSTINHO;Estadual;1.910;4.369
Pernambuco;CABO DE SANTO AGOSTINHO;Municipal;13.808;13.397
Pernambuco;CABO DE SANTO AGOSTINHO;Privada;1.828;1.801
Pernambuco;CABROBO;Total;3.846;2.967
Pernambuco;CABROBO;Estadual;1.046;1.134
Pernambuco;CABROBO;Municipal;2.535;1.645
Pernambuco;CABROBO;Privada;265;188
Pernambuco;CACHOEIRINHA;Total;1.916;1.611
Pernambuco;CACHOEIRINHA;Estadual;202;1.342
Pernambuco;CACHOEIRINHA;Municipal;1.591;193
Pernambuco;CACHOEIRINHA;Privada;123;76
Pernambuco;CAETES;Total;3.487;2.870
Pernambuco;CAETES;Estadual;44;474
Pernambuco;CAETES;Municipal;3.350;2.396
Pernambuco;CAETES;Privada;93;0
Pernambuco;CALCADO;Total;1.151;1.057
Pernambuco;CALCADO;Estadual;0;327
Pernambuco;CALCADO;Municipal;1.151;730
Pernambuco;CALUMBI;Total;1.050;635
Pernambuco;CALUMBI;Estadual;141;150
Pernambuco;CALUMBI;Municipal;909;485
Pernambuco;CAMARAGIBE;Total;4.431;13.412
Pernambuco;CAMARAGIBE;Estadual;2.045;12.027
Pernambuco;CAMARAGIBE;Municipal;0;0
Pernambuco;CAMARAGIBE;Privada;2.386;1.385
Pernambuco;CAMOCIM DE SAO FELIX;Total;2.189;1.278
Pernambuco;CAMOCIM DE SAO FELIX;Estadual;162;315
Pernambuco;CAMOCIM DE SAO FELIX;Municipal;1.855;814
Pernambuco;CAMOCIM DE SAO FELIX;Privada;172;149
Pernambuco;CAMUTANGA;Total;1.204;915
Pernambuco;CAMUTANGA;Estadual;96;151
Pernambuco;CAMUTANGA;Municipal;925;764
Pernambuco;CAMUTANGA;Privada;183;0
Pernambuco;CANHOTINHO;Total;3.335;2.146
Pernambuco;CANHOTINHO;Estadual;309;827
Pernambuco;CANHOTINHO;Municipal;2.882;1.319
Pernambuco;CANHOTINHO;Privada;144;0
Pernambuco;CAPOEIRAS;Total;3.028;2.253
Pernambuco;CAPOEIRAS;Estadual;367;390
Pernambuco;CAPOEIRAS;Municipal;2.582;1.863
Pernambuco;CAPOEIRAS;Privada;79;0
Pernambuco;CARNAIBA;Total;2.074;1.879
Pernambuco;CARNAIBA;Estadual;252;489
Pernambuco;CARNAIBA;Municipal;1.797;1.382
Pernambuco;CARNAIBA;Privada;25;8
Pernambuco;CARNAUBEIRA DA PENHA;Total;1.991;556
Pernambuco;CARNAUBEIRA DA PENHA;Estadual;1.037;192
Pernambuco;CARNAUBEIRA DA PENHA;Municipal;954;364
Pernambuco;CARPINA;Total;6.535;5.515
Pernambuco;CARPINA;Estadual;1.308;2.892
Pernambuco;CARPINA;Municipal;3.952;1.835
Pernambuco;CARPINA;Privada;1.275;788
Pernambuco;CARUARU;Total;24.280;25.071
Pernambuco;CARUARU;Estadual;7.336;12.418
Pernambuco;CARUARU;Municipal;10.352;7.502
Pernambuco;CARUARU;Privada;6.592;5.151
Pernambuco;CASINHAS;Total;1.830;1.498
Pernambuco;CASINHAS;Estadual;0;27
Pernambuco;CASINHAS;Municipal;1.830;1.471
Pernambuco;CATENDE;Total;5.150;3.352
Pernambuco;CATENDE;Estadual;247;1.516
Pernambuco;CATENDE;Municipal;4.267;1.575
Pernambuco;CATENDE;Privada;636;261
Pernambuco;CEDRO;Total;1.431;1.267
Pernambuco;CEDRO;Estadual;88;101
Pernambuco;CEDRO;Municipal;1.237;1.166
Pernambuco;CEDRO;Privada;106;0
Pernambuco;CHA DE ALEGRIA;Total;1.393;1.590
Pernambuco;CHA DE ALEGRIA;Estadual;0;735
Pernambuco;CHA DE ALEGRIA;Municipal;1.393;855
Pernambuco;CHA DE ALEGRIA;Privada;0;0
Pernambuco;CHA GRANDE;Total;3.301;2.520
Pernambuco;CHA GRANDE;Estadual;0;355
Pernambuco;CHA GRANDE;Municipal;3.198;2.165
Pernambuco;CHA GRANDE;Privada;103;0
Pernambuco;CONDADO;Total;875;1.336
Pernambuco;CONDADO;Estadual;457;1.132
Pernambuco;CONDADO;Municipal;0;0
Pernambuco;CONDADO;Privada;418;204
Pernambuco;CORRENTES;Total;2.312;1.727
Pernambuco;CORRENTES;Estadual;122;782
Pernambuco;CORRENTES;Municipal;2.115;945
Pernambuco;CORRENTES;Privada;75;0
Pernambuco;CORTES;Total;2.074;1.619
Pernambuco;CORTES;Estadual;0;372
Pernambuco;CORTES;Municipal;2.074;1.247
Pernambuco;CORTES;Privada;0;0
Pernambuco;CUMARU;Total;1.787;1.325
Pernambuco;CUMARU;Estadual;86;208
Pernambuco;CUMARU;Municipal;1.617;1.108
Pernambuco;CUMARU;Privada;84;9
Pernambuco;CUPIRA;Total;4.246;2.674
Pernambuco;CUPIRA;Estadual;188;787
Pernambuco;CUPIRA;Municipal;3.699;1.771
Pernambuco;CUPIRA;Privada;359;116
Pernambuco;CUSTODIA;Total;5.466;3.531
Pernambuco;CUSTODIA;Estadual;83;1.245
Pernambuco;CUSTODIA;Municipal;5.074;2.089
Pernambuco;CUSTODIA;Privada;309;197
Pernambuco;DORMENTES;Total;1.968;1.543
Pernambuco;DORMENTES;Estadual;0;0
Pernambuco;DORMENTES;Municipal;1.912;1.543
Pernambuco;DORMENTES;Privada;56;0
Pernambuco;ESCADA;Total;7.646;6.355
Pernambuco;ESCADA;Estadual;330;2.276
Pernambuco;ESCADA;Municipal;6.573;3.680
Pernambuco;ESCADA;Privada;743;399
Pernambuco;EXU;Total;5.212;2.714
Pernambuco;EXU;Estadual;80;1.528
Pernambuco;EXU;Municipal;4.952;1.078
Pernambuco;EXU;Privada;180;108
Pernambuco;FEIRA NOVA;Total;2.320;1.831
Pernambuco;FEIRA NOVA;Estadual;145;605
Pernambuco;FEIRA NOVA;Municipal;1.959;1.148
Pernambuco;FEIRA NOVA;Privada;216;78
Pernambuco;FERNANDO DE NORONHA;Total;177;133
Pernambuco;FERNANDO DE NORONHA;Estadual;177;133
Pernambuco;FERREIROS;Total;1.360;1.000
Pernambuco;FERREIROS;Estadual;0;243
Pernambuco;FERREIROS;Municipal;1.222;757
Pernambuco;FERREIROS;Privada;138;0
Pernambuco;FLORES;Total;2.449;1.912
Pernambuco;FLORES;Estadual;0;600
Pernambuco;FLORES;Municipal;2.390;1.312
Pernambuco;FLORES;Privada;59;0
Pernambuco;FLORESTA;Total;1.433;1.491
Pernambuco;FLORESTA;Estadual;1.066;983
Pernambuco;FLORESTA;Municipal;149;353
Pernambuco;FLORESTA;Privada;218;155
Pernambuco;FREI MIGUELINHO;Total;1.431;1.031
Pernambuco;FREI MIGUELINHO;Estadual;132;440
Pernambuco;FREI MIGUELINHO;Municipal;1.299;591
Pernambuco;GAMELEIRA;Total;3.698;1.766
Pernambuco;GAMELEIRA;Estadual;0;777
Pernambuco;GAMELEIRA;Municipal;3.446;924
Pernambuco;GAMELEIRA;Privada;252;65
Pernambuco;GARANHUNS;Total;13.956;13.466
Pernambuco;GARANHUNS;Estadual;3.529;7.512
Pernambuco;GARANHUNS;Municipal;7.499;3.936
Pernambuco;GARANHUNS;Privada;2.928;2.018
Pernambuco;GLORIA DO GOITA;Total;3.371;2.197
Pernambuco;GLORIA DO GOITA;Estadual;229;783
Pernambuco;GLORIA DO GOITA;Municipal;2.884;1.315
Pernambuco;GLORIA DO GOITA;Privada;258;99
Pernambuco;GOIANA;Total;8.616;8.307
Pernambuco;GOIANA;Estadual;380;2.421
Pernambuco;GOIANA;Municipal;6.834;5.134
Pernambuco;GOIANA;Privada;1.402;752
Pernambuco;GRANITO;Total;942;492
Pernambuco;GRANITO;Estadual;0;219
Pernambuco;GRANITO;Municipal;942;273
Pernambuco;GRAVATA;Total;8.287;7.401
Pernambuco;GRAVATA;Estadual;977;3.271
Pernambuco;GRAVATA;Municipal;5.878;3.450
Pernambuco;GRAVATA;Privada;1.432;680
Pernambuco;IATI;Total;2.870;1.690
Pernambuco;IATI;Estadual;0;260
Pernambuco;IATI;Municipal;2.832;1.430
Pernambuco;IATI;Privada;38;0
Pernambuco;IBIMIRIM;Total;3.831;3.021
Pernambuco;IBIMIRIM;Estadual;883;2.453
Pernambuco;IBIMIRIM;Municipal;2.830;473
Pernambuco;IBIMIRIM;Privada;118;95
Pernambuco;IBIRAJUBA;Total;1.114;757
Pernambuco;IBIRAJUBA;Estadual;0;206
Pernambuco;IBIRAJUBA;Municipal;1.114;551
Pernambuco;IGARASSU;Total;9.189;10.489
Pernambuco;IGARASSU;Estadual;291;6.232
Pernambuco;IGARASSU;Municipal;7.159;2.990
Pernambuco;IGARASSU;Privada;1.739;1.267
Pernambuco;IGUARACI;Total;1.147;1.310
Pernambuco;IGUARACI;Estadual;84;485
Pernambuco;IGUARACI;Municipal;1.063;825
Pernambuco;INAJA;Total;2.361;1.194
Pernambuco;INAJA;Estadual;330;596
Pernambuco;INAJA;Municipal;1.984;598
Pernambuco;INAJA;Privada;47;0
Pernambuco;INGAZEIRA;Total;529;385
Pernambuco;INGAZEIRA;Estadual;85;76
Pernambuco;INGAZEIRA;Municipal;444;309
Pernambuco;IPOJUCA;Total;9.614;6.167
Pernambuco;IPOJUCA;Estadual;818;1.892
Pernambuco;IPOJUCA;Municipal;7.940;4.037
Pernambuco;IPOJUCA;Privada;856;238
Pernambuco;IPUBI;Total;3.820;2.119
Pernambuco;IPUBI;Estadual;70;1.149
Pernambuco;IPUBI;Municipal;3.694;926
Pernambuco;IPUBI;Privada;56;44
Pernambuco;ITACURUBA;Total;1.263;683
Pernambuco;ITACURUBA;Estadual;0;0
Pernambuco;ITACURUBA;Municipal;1.263;683
Pernambuco;ITAIBA;Total;5.484;1.649
Pernambuco;ITAIBA;Estadual;307;395
Pernambuco;ITAIBA;Municipal;5.107;1.208
Pernambuco;ITAIBA;Privada;70;46
Pernambuco;ITAMARACA;Total;1.923;1.587
Pernambuco;ITAMARACA;Estadual;166;1.587
Pernambuco;ITAMARACA;Municipal;1.594;0
Pernambuco;ITAMARACA;Privada;163;0
Pernambuco;ITAMBE;Total;4.327;3.384
Pernambuco;ITAMBE;Estadual;737;1.239
Pernambuco;ITAMBE;Municipal;3.318;2.034
Pernambuco;ITAMBE;Privada;272;111
Pernambuco;ITAPETIM;Total;1.387;1.407
Pernambuco;ITAPETIM;Estadual;0;566
Pernambuco;ITAPETIM;Municipal;1.347;841
Pernambuco;ITAPETIM;Privada;40;0
Pernambuco;ITAPISSUMA;Total;2.760;2.485
Pernambuco;ITAPISSUMA;Estadual;45;2.364
Pernambuco;ITAPISSUMA;Municipal;2.566;0
Pernambuco;ITAPISSUMA;Privada;149;121
Pernambuco;ITAQUITINGA;Total;1.935;1.445
Pernambuco;ITAQUITINGA;Estadual;124;508
Pernambuco;ITAQUITINGA;Municipal;1.670;937
Pernambuco;ITAQUITINGA;Privada;141;0
Pernambuco;JABOATAO DOS GUARARAPES;Total;49.191;43.020
Pernambuco;JABOATAO DOS GUARARAPES;Estadual;8.584;23.730
Pernambuco;JABOATAO DOS GUARARAPES;Municipal;27.681;9.539
Pernambuco;JABOATAO DOS GUARARAPES;Privada;12.926;9.751
Pernambuco;JAQUEIRA;Total;1.746;1.088
Pernambuco;JAQUEIRA;Estadual;0;711
Pernambuco;JAQUEIRA;Municipal;1.647;377
Pernambuco;JAQUEIRA;Privada;99;0
Pernambuco;JATAUBA;Total;2.299;1.479
Pernambuco;JATAUBA;Estadual;0;0
Pernambuco;JATAUBA;Municipal;2.248;1.479
Pernambuco;JATAUBA;Privada;51;0
Pernambuco;JATOBA;Total;2.052;1.236
Pernambuco;JATOBA;Estadual;732;1.026
Pernambuco;JATOBA;Municipal;1.246;137
Pernambuco;JATOBA;Privada;74;73
Pernambuco;JOAO ALFREDO;Total;3.736;2.961
Pernambuco;JOAO ALFREDO;Estadual;474;965
Pernambuco;JOAO ALFREDO;Municipal;3.035;1.893
Pernambuco;JOAO ALFREDO;Privada;227;103
Pernambuco;JOAQUIM NABUCO;Total;2.303;1.508
Pernambuco;JOAQUIM NABUCO;Estadual;0;155
Pernambuco;JOAQUIM NABUCO;Municipal;2.140;1.353
Pernambuco;JOAQUIM NABUCO;Privada;163;0
Pernambuco;JUCATI;Total;1.447;1.166
Pernambuco;JUCATI;Estadual;0;0
Pernambuco;JUCATI;Municipal;1.447;1.166
Pernambuco;JUPI;Total;2.067;1.463
Pernambuco;JUPI;Estadual;336;269
Pernambuco;JUPI;Municipal;1.673;1.194
Pernambuco;JUPI;Privada;58;0
Pernambuco;JUREMA;Total;2.260;1.311
Pernambuco;JUREMA;Estadual;92;302
Pernambuco;JUREMA;Municipal;2.028;1.009
Pernambuco;JUREMA;Privada;140;0
Pernambuco;LAGOA DO CARRO;Total;1.461;1.383
Pernambuco;LAGOA DO CARRO;Estadual;0;515
Pernambuco;LAGOA DO CARRO;Municipal;1.292;868
